,TEAM_ID,GAME_ID,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,AVAILABLE_FLAG
FGA_RANK,-0.00609716862025498,-0.010976056351021297,,-0.3663193401166857,-0.9218823753256223,0.23445300312140946,-0.050019658747595765,-0.18458388571270493,0.13915811378242476,0.24861122495916713,0.2537569918094512,0.026750630385107874,-0.5085850056019483,-0.0629344992011438,-0.35519090101177414,-0.15153913242537825,0.34991909841222585,-0.10302071171463449,-0.011615810136122432,-0.23264266754199164,-0.012462996930101432,0.18626378506331334,-0.1986641148002187,0.01139238883720941,,-0.05234785725951888,-0.05234785725951888,-0.05234785725951888,0.024687010488392634,0.37704458731900187,1.0,-0.2196132780283557,0.044990792661982804,0.2201870500585417,-0.13237106477635,-0.24052127807112336,-0.2431177991809362,-0.02158623595447466,0.5156772705346995,0.06350537803213593,0.3554425890685287,0.15851880495494283,0.3514781825289028,0.10718083054051007,0.017098939662219943,-0.22372401184828936,-0.002186317174310354,-0.17959338020324156,0.21089116072019395,-0.01167353953047507,
FG_PCT_RANK,0.03971955038867179,0.0005544980759165213,,-0.7455709460797826,0.21049725689164303,-0.9695200076420157,-0.22903260651323643,0.10473148758475292,-0.4761719651288591,0.025098978800380076,0.033930806030037654,-0.020941811954072614,0.31774043220472514,-0.025013795236297633,0.16775909253238735,-0.49623938877525986,-0.04524853983208666,-0.012614174162531787,-0.042563329135862235,0.29085609421512804,-0.030922379335975275,0.040116298948807146,-0.660121742353096,-0.5296522366767537,,0.463594351219373,0.463594351219373,0.463594351219373,0.01020067621794762,0.794602534005569,-0.2196132780283557,1.0,0.2576440848048795,-0.13446130911005338,0.4846020382295662,-0.018191503248448388,-0.027592452654569506,0.02644929866550814,-0.3046392823724637,0.02698590294411901,-0.162302043536302,0.5169922761435636,-0.036114969396079735,0.01757751874440287,0.04904426455742409,0.2940522854012718,-0.023246790342205545,-0.03782304900639699,0.7326930078444409,0.5343139334753626,
FG3M_RANK,0.08752367292062756,0.012130200398872077,,-0.25014467003482915,-0.03622827794673598,-0.2507998335227346,-0.841935647855706,-0.5147949301619106,-0.723616681912754,0.1045576439081967,0.11534102747054281,-0.011214797686512637,0.09046428539606165,-0.031267888829024454,0.027439354920502732,-0.35121398081850114,0.007347204305393841,0.012678217944196725,-0.007123766280192895,0.10857530564612292,-0.04024837973098944,0.10835274234822502,-0.42443607487479457,-0.32058201881554665,,0.25038760030850016,0.25038760030850016,0.25038760030850016,0.010826241513274248,0.26844522046760233,0.044990792661982804,0.2576440848048795,1.0,0.6854411106803674,0.735579819554752,-0.09703446733856051,-0.10678091806482923,0.01844457995733072,-0.07949185747967673,0.0338140852581534,-0.02236160032861745,0.3691836831696534,0.01366222562251287,-0.007628033492962857,0.009873837304562611,0.1140428277394341,-0.034107543677597676,-0.10279342213695897,0.4709933870918426,0.3185252764848134,
FG3A_RANK,0.10605388096672809,0.0006752397616823556,,0.0017910668012605445,-0.2081749952987876,0.14458817876940827,-0.595363037371019,-0.7473802107334685,-0.05277836056798337,0.11041182806120113,0.1129078674331897,0.00872004030690434,-0.05161394811663891,-0.03713199311080015,-0.061924438688398496,-0.1584784489434595,0.04201122839105598,-0.015753519569887155,0.005100850657979117,0.08126117567740375,-0.028464171641746597,0.09033575857082278,-0.14059050303174736,-0.055666988123042306,,0.013086560475258437,0.013086560475258437,0.013086560475258437,0.02175770843338073,0.0024697267282679574,0.2201870500585417,-0.13446130911005338,0.6854411106803674,1.0,0.05772817876377399,-0.10079299268579066,-0.10200115568204186,-0.002570387260647445,0.06291215824032015,0.03772248790231654,0.06521385295460454,0.16715733702593102,0.04751362686614759,0.020967071116184573,0.00013274323697403713,0.08889749598435603,-0.022699659727208853,-0.08313166283281505,0.15532618170214593,0.05671296371704769,
FG3_PCT_RANK,0.021440260068870804,0.0032504258241948455,,-0.351860267068143,0.12979220804940955,-0.4780833839915749,-0.6302635249624167,-0.043968029858243385,-0.9747573122541914,0.04562871927842738,0.05915204582752013,-0.02556051159670171,0.17349754441418455,-0.016102180636045012,0.0895455291839638,-0.34606772076604425,-0.02491467714673645,0.03251569241811291,-0.014846540298547786,0.07520367233467014,-0.029882213053379875,0.06847890156567757,-0.4642767464027969,-0.3909706428835967,,0.3366047189316636,0.3366047189316636,0.3366047189316636,0.012525942159389939,0.3724151302195536,-0.13237106477635,0.4846020382295662,0.735579819554752,0.05772817876377399,1.0,-0.04028650451263877,-0.052794793540655825,0.0323857949670965,-0.1618128469055675,0.017281010018507813,-0.08413933371203684,0.362980622505208,-0.017298600715973698,-0.026518518323697747,0.017647669182837302,0.07989848058670711,-0.022662438636142358,-0.06378083552599562,0.5118328456272762,0.3923094760667914,
FTM_RANK,-0.008972076998974536,-0.038646171041351526,,0.15781969634688234,0.21855178344702353,0.022020206368629874,0.0679168596615014,0.04971021693275727,0.04529145957138999,-0.9734533992217683,-0.8978064773308861,-0.3312338965009709,-0.03563424818194786,-0.037027864086324865,-0.052341076412066145,0.1312722491182972,0.0018116824344977516,-0.029370698057475633,-0.006699894500719891,-0.0011800304695525382,-0.1609233719344985,-0.6754877701312799,-0.28662622841804114,-0.0960878180145399,,0.1345229482580678,0.1345229482580678,0.1345229482580678,0.04394204537193527,-0.16961505020048,-0.24052127807112336,-0.018191503248448388,-0.09703446733856051,-0.10079299268579066,-0.04028650451263877,1.0,0.9202685844768284,0.3267945504402823,0.046359909057199236,0.03325299345311846,0.05310622839781337,-0.13654314517312346,0.008256760280243351,0.03602247212020396,0.01463444267891652,0.004779449772902446,-0.1538570501253426,0.6867321278930547,0.2944096785789893,0.11056202559230074,
FTA_RANK,-0.017674535218192067,-0.042704718399962045,,0.16609064859923733,0.21961263587298932,0.030238670523614206,0.07472885621122621,0.048339758395655144,0.05748592216017364,-0.9001052032493697,-0.9721631953044043,0.028929484289371907,-0.06496802560700726,-0.03820705379089772,-0.07076478234124167,0.13744560045174067,-0.0016887278610706986,-0.037171590449620484,-0.005858986689451076,-0.009051637076985522,-0.17023552662887478,-0.7391064980701008,-0.24503088463652872,-0.049867892393261275,,0.09795698817504075,0.09795698817504075,0.09795698817504075,0.047019072063209225,-0.18028922892899724,-0.2431177991809362,-0.027592452654569506,-0.10678091806482923,-0.10200115568204186,-0.052794793540655825,0.9202685844768284,1.0,-0.033654825978687075,0.0752120336348474,0.034184954193329314,0.07029829971234183,-0.14322051715275896,0.005576016036005687,0.04285859170061867,0.015253072965359635,-0.003312766184786917,-0.16251271558605673,0.7524166950579834,0.24639315010015428,0.06485751149527594,
FT_PCT_RANK,0.021153154428664743,-0.01592227724087389,,-0.006154617768203866,0.016998924446858247,-0.01844290515639758,-0.02753386122443993,-0.012853404484368901,-0.02661615179511641,-0.32288214661333686,0.04606910056652651,-0.9731391102241256,0.07223826521597494,-0.009739863047735945,0.03472867440908509,-0.0017690397000564779,0.009515841431303629,0.011679899190737069,-0.009556265437703979,0.022121618391789267,-0.00169322026600936,0.049716002778154175,-0.1580613290423253,-0.124239247640602,,0.11027850584068312,0.11027850584068312,0.11027850584068312,0.024345415816835803,0.007916838074012104,-0.02158623595447466,0.02644929866550814,0.01844457995733072,-0.002570387260647445,0.0323857949670965,0.3267945504402823,-0.033654825978687075,1.0,-0.05977539618965492,0.007554989992976978,-0.030000562260724666,0.002121822095773157,0.013353221295780808,-0.0018290569173391434,0.013239147397920332,0.028442267209027046,0.004261933915103812,-0.041212966726131436,0.1679795428470681,0.1305377119763825,
OREB_RANK,-0.03239511953672515,-0.025461635599291904,,-0.024995326666924726,-0.4934457303015546,0.31483665306169195,0.053708826299090844,-0.07112786020650526,0.16801915868565576,-0.03859570192466161,-0.06750704506166301,0.06307998413806852,-0.9663691553815031,0.03132895786424741,-0.5478824423016377,0.08397801849671675,-0.016745530718832894,-0.020272113367359613,0.000585966014161012,-0.19011561768104268,-0.015093883756384166,-0.05846836118294088,-0.020021588729145674,0.01091204203502486,,-0.023165894273670065,-0.023165894273670065,-0.023165894273670065,0.030635072119013135,0.016766051072569628,0.5156772705346995,-0.3046392823724637,-0.07949185747967673,0.06291215824032015,-0.1618128469055675,0.046359909057199236,0.0752120336348474,-0.05977539618965492,1.0,-0.031820999426689325,0.5456265049535373,-0.08590835913191601,-0.00943879621205766,0.02574991529351061,0.006100722402781301,-0.1819072997494233,-0.00587128729287991,0.06505967258864986,0.008379931707514582,-0.007669541035384214,
DREB_RANK,0.01858307880211548,-0.0067374039534403695,,-0.05674575165936219,-0.06095914044246031,-0.019538997494371036,-0.03716977350871477,-0.037134522530225846,-0.014195443010554028,-0.02585344781175786,-0.028058036570949782,-0.0038525840911301365,0.0441701176721015,-0.9658508786228895,-0.7866976833707126,-0.07497315008113545,-0.12610687990471756,0.1554847574631204,-0.1705793508176098,0.021854890357901564,0.04528647428183579,0.03725983899373226,-0.06899240375248587,-0.42480316956293745,,0.36933129078017723,0.36933129078017723,0.36933129078017723,0.02243665771335328,0.05917407194547227,0.06350537803213593,0.02698590294411901,0.0338140852581534,0.03772248790231654,0.017281010018507813,0.03325299345311846,0.034184954193329314,0.007554989992976978,-0.031820999426689325,1.0,0.7964884926132406,0.07841802949169843,-0.11677916787174727,-0.1458570224117073,0.1742488614115,0.02948441441830914,0.05107881839873347,-0.03332648158921249,0.07544036067296818,0.42702528783750915,
REB_RANK,-0.0022523764201286597,-0.012828586046229076,,-0.05678340012699984,-0.3393181495781321,0.17271831710323687,0.008717647217130461,-0.06345545048912482,0.08832111364347092,-0.04492204216381867,-0.06342116167102904,0.03329989435251026,-0.539019018808098,-0.7802415124341151,-0.9770246598615098,-0.007419892345740423,-0.11478655942399257,0.11491707229456634,-0.14019565980815155,-0.09169677446073417,0.03090541003102821,-0.002339918290034624,-0.06279398547825005,-0.3453385684328292,,0.28968544740691854,0.28968544740691854,0.28968544740691854,0.025897629804700926,0.05468182476674059,0.3554425890685287,-0.162302043536302,-0.02236160032861745,0.06521385295460454,-0.08413933371203684,0.05310622839781337,0.07029829971234183,-0.030000562260724666,0.5456265049535373,0.7964884926132406,1.0,0.008682602708824767,-0.10535524577167824,-0.10623282880027529,0.14444972771610412,-0.0831657656297258,0.03836925813155356,0.0073195883284237215,0.06330682026355682,0.3460041246065712,
AST_RANK,0.06711005143092784,-0.0009244855592852692,,-0.5556408692750519,-0.1500031782100452,-0.5088966453661593,-0.32739420699997834,-0.13034972596707486,-0.35689002078712895,0.1438306119444719,0.15156246629370584,0.0022691364567371678,0.09747966467204242,-0.07475653900875186,-0.0049957303740917084,-0.9390600884317849,0.040321306104497245,-0.06312525251868806,-0.059150472058197824,0.11028960751406494,0.005219521968615508,0.1165231110463323,-0.48641704717558226,-0.3682361104532112,,0.3101074724817818,0.3101074724817818,0.3101074724817818,0.012883354535604772,0.5874426420140064,0.15851880495494283,0.5169922761435636,0.3691836831696534,0.16715733702593102,0.362980622505208,-0.13654314517312346,-0.14322051715275896,0.002121822095773157,-0.08590835913191601,0.07841802949169843,0.008682602708824767,1.0,0.04892834080387282,0.06760439412116034,0.0634691920383788,0.11732460472380375,0.014430799015561269,-0.11273286337870801,0.5364308458636958,0.3715736376403301,
TOV_RANK,-0.010163453309874547,-0.008081197025059548,,-0.16857120380914203,-0.3349347026868553,0.046425199690210854,-0.020781621101980355,-0.046880915264008775,0.024095838564000664,-0.0031584709127608773,0.0016610957973721711,-0.009343322814967218,0.018851729129852897,0.11547621036899908,0.1083973319805955,-0.04115222871154155,0.9728224853986741,0.07695213823503291,0.03446339402096979,0.0032561824546928444,0.12932599741788758,0.06040516762690795,-0.14323377548130783,-0.12381505603300247,,0.10640405012352104,0.10640405012352104,0.10640405012352104,0.019614768983884312,0.17761014053142601,0.3514781825289028,-0.036114969396079735,0.01366222562251287,0.04751362686614759,-0.017298600715973698,0.008256760280243351,0.005576016036005687,0.013353221295780808,-0.00943879621205766,-0.11677916787174727,-0.10535524577167824,0.04892834080387282,1.0,-0.06904843936281707,-0.027227146241956147,0.009443740985652756,0.13363964351048574,-0.052146035455644585,0.15492057197605658,0.1275925126496721,
STL_RANK,0.006108513540826073,-0.02689739057174604,,-0.08060196930830207,-0.1122010214048867,-0.012410602697146871,-0.006051163246693132,-0.03611284845740537,0.030668392200536184,-0.03030188541743377,-0.035581469534778976,0.004707020104471233,-0.019247336543746437,0.14330817975199925,0.10918332019282054,-0.06812424571316265,-0.07840551992911016,-0.980412573986748,-0.003576797062482087,-0.021000288161327017,-0.011278732250725091,-0.0178494022405111,-0.0801033538436934,-0.15094823799091606,,0.13440293298805206,0.13440293298805206,0.13440293298805206,0.027644044639972835,0.07796493313421958,0.10718083054051007,0.01757751874440287,-0.007628033492962857,0.020967071116184573,-0.026518518323697747,0.03602247212020396,0.04285859170061867,-0.0018290569173391434,0.02574991529351061,-0.1458570224117073,-0.10623282880027529,0.06760439412116034,-0.06904843936281707,1.0,0.008971996323314349,-0.01256086806234745,-0.006887558970751348,0.02324781786687577,0.07780063768428233,0.158505938487677,
BLK_RANK,-0.03447586717221175,-0.02512942960401466,,-0.0554892707562713,-0.02502002052508257,-0.04422161603372028,-0.026528344244089702,-0.02312830084643405,-0.013314280088248425,-0.00995695960219204,-0.009146358064823768,-0.01111657956685671,0.0064642279600036455,-0.17644943776833955,-0.1446741094530238,-0.06312589708219311,-0.03517236157525815,-0.0009739674500844922,-0.9736012246986713,-0.015856646118588766,-0.0009183577926214762,-0.0010789007401236941,-0.05746148181803635,-0.16287438742979637,,0.1569838067104402,0.1569838067104402,0.1569838067104402,0.027347829680362656,0.05268262037616631,0.017098939662219943,0.04904426455742409,0.009873837304562611,0.00013274323697403713,0.017647669182837302,0.01463444267891652,0.015253072965359635,0.013239147397920332,0.006100722402781301,0.1742488614115,0.14444972771610412,0.0634691920383788,-0.027227146241956147,0.008971996323314349,1.0,-0.007549906457559173,0.0061663625379159695,0.0061622754267133826,0.05308460324392862,0.17256187371167392,
BLKA_RANK,0.013430696872699086,-0.008681369123606992,,-0.13042659343860993,0.21079194172871554,-0.29025888490074003,-0.1027873617507686,-0.07515915540427243,-0.07348820911078302,0.0021155430958609716,0.011993329777172209,-0.02361406885542124,0.1892502380091836,-0.030243749344288733,0.08700356207426475,-0.11307539420876449,0.004352018835500947,0.017881582565986837,0.014510097477948168,0.9810520023050366,0.0006540054177329118,0.007242978648484574,-0.13665524669635568,-0.17202951907440142,,0.16615292381881894,0.16615292381881894,0.16615292381881894,0.014217672244176681,0.13965579192300176,-0.22372401184828936,0.2940522854012718,0.1140428277394341,0.08889749598435603,0.07989848058670711,0.004779449772902446,-0.003312766184786917,0.028442267209027046,-0.1819072997494233,0.02948441441830914,-0.0831657656297258,0.11732460472380375,0.009443740985652756,-0.01256086806234745,-0.007549906457559173,1.0,0.006240464776419238,-0.0021470093548392848,0.15032475700095063,0.180371627412131,
PF_RANK,0.02381113703135917,-0.013973038841474567,,0.025136853728846074,0.0006618755444899723,0.02851531702472819,0.018247794200709853,0.005044149382838068,0.02722101034561947,0.16142664206528218,0.17099827716096677,0.002258653558176224,0.017799825537097223,-0.05305782898677728,-0.034080839350142104,-0.011897741617380587,0.12988389558377536,0.014491897833027772,-0.00030512660389685783,-0.0009392495794569264,0.9657666903621708,0.22066216599711155,0.09814950178903659,-0.026665580603010865,,0.09466724522088552,0.09466724522088552,0.09466724522088552,0.014818736326933537,-0.02671882820589409,-0.002186317174310354,-0.023246790342205545,-0.034107543677597676,-0.022699659727208853,-0.022662438636142358,-0.1538570501253426,-0.16251271558605673,0.004261933915103812,-0.00587128729287991,0.05107881839873347,0.03836925813155356,0.014430799015561269,0.13363964351048574,-0.006887558970751348,0.0061663625379159695,0.006240464776419238,1.0,-0.2124615023198626,-0.10809676584520062,0.0423517986994258,
PFD_RANK,-0.006145905067573913,-0.045450345442549535,,0.1371913547967125,0.1584618422278378,0.04059128048765822,0.0704614859865096,0.03378636195216279,0.06980681204323734,-0.6775656748744479,-0.7395615779090405,0.03681647091438708,-0.05378740799389139,0.030475614149263284,-0.006311470340565884,0.10664519487094248,-0.05982658691312578,-0.01766218536663929,0.0027777560510194354,-0.007030309776998028,-0.2200347725841356,-0.9698784878906666,-0.17013100723562002,-0.030793757931175263,,0.08615336959716471,0.08615336959716471,0.08615336959716471,0.04990644277236969,-0.15107757272277747,-0.17959338020324156,-0.03782304900639699,-0.10279342213695897,-0.08313166283281505,-0.06378083552599562,0.6867321278930547,0.7524166950579834,-0.041212966726131436,0.06505967258864986,-0.03332648158921249,0.0073195883284237215,-0.11273286337870801,-0.052146035455644585,0.02324781786687577,0.0061622754267133826,-0.0021470093548392848,-0.2124615023198626,1.0,0.16543821122836783,0.04591300639511227,
PTS_RANK,0.05154409223442637,-0.0017776081475675666,,-0.7775267166036496,-0.19958079580138055,-0.717778492580584,-0.41819384985715646,-0.12424464271909798,-0.5018354158363117,-0.29285224767913326,-0.24227107798375244,-0.1654728997242585,0.003103308302973488,-0.07329891278738203,-0.05985072266148191,-0.515357485759053,0.14870643194862068,-0.0738908003931562,-0.0466154446931976,0.14551788224345408,-0.11807203545566058,-0.1632718789104022,-0.888615053214187,-0.5653982204722896,,0.4870107601392124,0.4870107601392124,0.4870107601392124,0.02125999758306149,0.8271999844469149,0.21089116072019395,0.7326930078444409,0.4709933870918426,0.15532618170214593,0.5118328456272762,0.2944096785789893,0.24639315010015428,0.1679795428470681,0.008379931707514582,0.07544036067296818,0.06330682026355682,0.5364308458636958,0.15492057197605658,0.07780063768428233,0.05308460324392862,0.15032475700095063,-0.10809676584520062,0.16543821122836783,1.0,0.5697950259325988,
PLUS_MINUS_RANK,0.03655953885744282,0.004363217093389775,,-0.4681731381631181,0.01406803751811551,-0.525298293055965,-0.2838407159998273,-0.045306683119249194,-0.38758115659636055,-0.10430937071966066,-0.05904762777966114,-0.12704732712203184,0.01899809254733415,-0.42074524115410133,-0.34284689757501335,-0.3573645113888833,0.12115046286397313,-0.15355941377000834,-0.17082272204802865,0.1741511924802943,0.03761348410954289,-0.04340400119693125,-0.5131747888534447,-0.9768322044753118,,0.8730439593689925,0.8730439593689925,0.8730439593689925,0.011692224798800105,0.49516642308775816,-0.01167353953047507,0.5343139334753626,0.3185252764848134,0.05671296371704769,0.3923094760667914,0.11056202559230074,0.06485751149527594,0.1305377119763825,-0.007669541035384214,0.42702528783750915,0.3460041246065712,0.3715736376403301,0.1275925126496721,0.158505938487677,0.17256187371167392,0.180371627412131,0.0423517986994258,0.04591300639511227,0.5697950259325988,1.0,
AVAILABLE_FLAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
